filename,width,height,class,xmin,ymin,xmax,ymax
20200831_163533.jpg,640,480,alphabet_x,267,104,372,214
20200831_163535.jpg,640,480,alphabet_x,246,95,354,206
20200831_163537.jpg,640,480,alphabet_x,261,103,374,221
20200831_163602.jpg,640,480,alphabet_w,198,97,343,241
20200831_163604.jpg,640,480,alphabet_w,220,119,339,241
20200831_163606.jpg,640,480,alphabet_w,227,123,355,257
20200831_163608.jpg,640,480,alphabet_w,268,113,373,222
20200831_163639.jpg,640,480,six,218,80,337,200
20200831_163640.jpg,640,480,six,222,94,323,200
20200831_163643.jpg,640,480,six,207,85,346,226
20200831_163645.jpg,640,480,six,270,131,370,234
20200831_163742.jpg,640,480,six,280,79,404,207
20200831_163744.jpg,640,480,zero,230,91,353,221
20200831_163814.jpg,640,480,alphabet_v,268,128,401,267
20200831_163819.jpg,640,480,alphabet_v,201,112,348,259
20200831_163932.jpg,640,480,right_arrow,267,81,414,231
20200831_163935.jpg,640,480,right_arrow,256,73,396,221
20200831_163958.jpg,640,480,six,275,54,428,205
20200831_164000.jpg,640,480,six,259,60,400,207
20200831_164002.jpg,640,480,six,243,42,389,195
20200831_164023.jpg,640,480,alphabet_w,226,127,356,252
20200831_164025.jpg,640,480,alphabet_w,225,113,356,245
20200831_164026.jpg,640,480,alphabet_w,230,94,365,234
20200831_164042.jpg,640,480,alphabet_x,242,110,379,246
20200831_164043.jpg,640,480,alphabet_x,246,94,389,241
24.jpeg,1080,720,zero,528,152,948,532
32.jpeg,1080,720,zero,565,91,1021,489
40.jpeg,1080,720,six,535,121,1057,651
48.jpeg,1080,720,six,660,96,1080,642
56.jpeg,1080,720,six,467,142,985,688
6.1.2_img0.jpg,640,480,6,240,238,350,402
6.1.2_img1.jpg,640,480,6,309,264,407,420
6.1.2_img2.jpg,640,480,6,307,269,399,416
6.1.2_img3.jpg,640,480,6,294,289,374,402
6.1.2_img4.jpg,640,480,6,353,310,432,420
6.1.2_img5.jpg,640,480,6,495,298,570,415
6.1.3_img0.jpg,640,480,6,305,229,434,401
6.1.3_img1.jpg,640,480,6,398,257,514,419
6.1.3_img2.jpg,640,480,6,200,255,310,420
6.1.3_img3.jpg,640,480,6,330,284,422,403
6.1.3_img4.jpg,640,480,6,244,303,318,422
6.1.3_img5.jpg,640,480,6,197,305,264,411
6.1.4_img0.jpg,640,480,6,226,246,337,407
6.1.4_img1.jpg,640,480,6,238,275,337,424
6.1.4_img2.jpg,640,480,6,119,268,206,418
6.1.4_img3.jpg,640,480,6,263,300,340,407
6.1.4_img4.jpg,640,480,6,227,319,291,422
6.1.4_img5.jpg,640,480,6,193,311,258,416
6.1_img0.jpg,640,480,6,265,241,377,415
6.1_img1.jpg,640,480,6,285,268,390,424
6.1_img2.jpg,640,480,6,234,279,318,427
6.1_img3.jpg,640,480,6,295,297,350,401
6.1_img4.jpg,640,480,6,339,317,407,405
6.1_img5.jpg,640,480,6,254,318,319,412
6.2.2_img0.jpg,640,480,6,440,246,577,414
6.2.2_img1.jpg,640,480,6,448,273,554,416
6.2.2_img2.jpg,640,480,6,339,267,454,421
6.2.2_img3.jpg,640,480,6,344,307,425,412
6.2.2_img4.jpg,640,480,6,355,316,426,409
6.2.2_img5.jpg,640,480,6,421,308,500,412
6.2.3_img0.jpg,640,480,6,434,210,597,410
6.2.3_img1.jpg,640,480,6,482,245,594,425
6.2.3_img2.jpg,640,480,6,338,223,491,411
6.2.3_img3.jpg,640,480,6,475,275,584,412
6.2.3_img4.jpg,640,480,6,282,308,358,423
6.2.3_img5.jpg,640,480,6,422,296,529,425
6.2.4_img0.jpg,640,480,6,386,244,514,402
6.2.4_img1.jpg,640,480,6,337,288,438,418
6.2.4_img2.jpg,640,480,6,295,263,415,407
6.2.4_img3.jpg,640,480,6,374,295,449,402
6.2.4_img4.jpg,640,480,6,288,314,363,423
6.2.4_img5.jpg,640,480,6,302,313,383,414
6.2_img0.jpg,640,480,6,447,251,562,415
6.2_img1.jpg,640,480,6,443,267,555,418
6.2_img2.jpg,640,480,6,279,270,388,413
6.2_img3.jpg,640,480,6,376,296,459,395
6.2_img4.jpg,640,480,6,398,313,473,412
6.2_img5.jpg,640,480,6,346,291,421,408
64.jpeg,1080,720,zero,517,89,977,503
8.jpeg,1080,720,seven,448,254,800,624
72.jpeg,1080,720,zero,574,145,928,463
24.jpeg,1080,720,seven,394,182,770,559
8.jpeg,1080,720,eight,458,222,789,545
24.jpeg,1080,720,eight,478,182,854,553
40.jpeg,1080,720,eight,508,179,905,559
120.jpeg,1080,720,eight,545,208,887,537
168.jpeg,1080,720,nine,581,112,1031,571
184.jpeg,1080,720,nine,458,27,905,481
192.jpeg,1080,720,nine,455,102,909,569
208.jpeg,1080,720,nine,481,99,937,571
80.jpeg,1080,720,six,482,29,1026,585
cir1.2_img0.jpg,640,480,go,275,239,439,385
cir1.2_img1.jpg,640,480,go,349,259,478,388
cir1.2_img2.jpg,640,480,go,354,250,508,399
cir1.2_img3.jpg,640,480,go,296,283,403,385
cir1.2_img4.jpg,640,480,go,308,302,399,412
cir1.2_img5.jpg,640,480,go,422,291,529,403
cir1.3_img0.jpg,640,480,go,248,201,438,388
cir1.3_img1.jpg,640,480,go,289,224,461,410
cir1.3_img2.jpg,640,480,go,135,233,291,396
cir1.3_img3.jpg,640,480,go,318,277,421,395
cir1.3_img4.jpg,640,480,go,305,301,405,404
cir1.3_img5.jpg,640,480,go,235,293,333,407
cir1.4_img0.jpg,640,480,go,317,236,480,400
cir1.4_img1.jpg,640,480,go,266,260,402,405
cir1.4_img2.jpg,640,480,go,315,258,472,419
cir1.4_img3.jpg,640,480,go,313,285,422,400
cir1.4_img4.jpg,640,480,go,280,307,379,403
cir1.4_img5.jpg,640,480,go,311,298,401,402
cir1_img0.jpg,640,480,go,296,235,462,383
cir1_img1.jpg,640,480,go,315,264,451,400
cir1_img2.jpg,640,480,go,268,255,417,392
cir1_img3.jpg,640,480,go,327,296,421,387
cir1_img4.jpg,640,480,go,219,304,305,392
cir1_img5.jpg,640,480,go,333,297,433,392
cir2.2_img0.jpg,640,480,go,366,236,510,383
cir2.2_img1.jpg,640,480,go,422,277,547,413
cir2.2_img2.jpg,640,480,go,389,254,548,401
cir2.2_img3.jpg,640,480,go,414,289,511,397
cir2.2_img4.jpg,640,480,go,384,310,474,411
cir2.2_img5.jpg,640,480,go,443,299,546,407
cir2.3_img0.jpg,640,480,go,442,207,631,391
cir2.3_img1.jpg,640,480,go,454,254,594,407
cir2.3_img2.jpg,640,480,go,354,243,535,410
cir2.3_img3.jpg,640,480,go,423,276,545,392
cir2.3_img4.jpg,640,480,go,339,302,434,403
cir2.3_img5.jpg,640,480,go,421,296,542,403
cir2.4_img0.jpg,640,480,go,429,242,592,393
cir2.4_img1.jpg,640,480,go,341,276,470,409
cir2.4_img2.jpg,640,480,go,194,252,338,391
cir2.4_img3.jpg,640,480,go,341,298,433,386
cir2.4_img4.jpg,640,480,go,248,309,340,402
cir2.4_img5.jpg,640,480,go,265,307,357,393
cir2_img0.jpg,640,480,go,397,235,561,398
cir2_img1.jpg,640,480,go,333,268,447,402
cir2_img2.jpg,640,480,go,242,259,378,390
cir2_img3.jpg,640,480,go,370,282,468,394
cir2_img4.jpg,640,480,go,278,301,364,396
cir2_img5.jpg,640,480,go,280,302,380,399
8.jpeg,1080,720,down_arrow,463,248,821,571
16.jpeg,1080,720,down_arrow,467,223,813,552
24.jpeg,1080,720,down_arrow,548,241,899,552
down1.2_img0.jpg,640,480,down,322,240,493,418
down1.2_img1.jpg,640,480,down,333,268,466,438
down1.2_img2.jpg,640,480,down,415,261,584,448
down1.2_img3.jpg,640,480,down,349,286,446,412
down1.2_img4.jpg,640,480,down,278,320,371,426
down1.2_img5.jpg,640,480,down,425,313,541,436
down1.3_img0.jpg,640,480,down,237,227,408,420
down1.3_img1.jpg,640,480,down,299,273,454,430
down1.3_img2.jpg,640,480,down,129,283,260,431
down1.3_img3.jpg,640,480,down,277,298,373,409
down1.3_img4.jpg,640,480,down,247,317,349,428
down1.3_img5.jpg,640,480,down,218,322,304,418
down1.4_img0.jpg,640,480,down,351,254,490,413
down1.4_img2.jpg,640,480,down,176,271,315,428
down1.4_img3.jpg,640,480,down,343,299,442,410
down1.4_img4.jpg,640,480,down,236,326,311,421
down1.4_img5.jpg,640,480,down,265,311,351,420
down1_img0.jpg,640,480,down,294,260,442,412
down1_img1.jpg,640,480,down,257,263,391,432
down1_img2.jpg,640,480,down,158,285,285,418
down1_img3.jpg,640,480,down,259,297,354,396
down1_img4.jpg,640,480,down,311,321,403,425
down1_img5.jpg,640,480,down,225,321,322,415
down2.2_img0.jpg,640,480,down,493,240,640,427
down2.2_img1.jpg,640,480,down,480,284,615,429
down2.2_img2.jpg,640,480,down,383,260,561,448
down2.2_img3.jpg,640,480,down,431,296,537,412
down2.2_img4.jpg,640,480,down,389,323,477,418
down2.2_img5.jpg,640,480,down,381,321,489,431
down2.3_img0.jpg,640,480,down,451,252,627,416
down2.3_img1.jpg,640,480,down,429,291,545,435
down2.3_img2.jpg,640,480,down,361,276,514,435
down2.3_img3.jpg,640,480,down,449,293,569,407
down2.3_img4.jpg,640,480,down,301,314,391,428
down2.3_img5.jpg,640,480,down,322,312,430,422
down2.4_img0.jpg,640,480,down,427,269,573,413
down2.4_img1.jpg,640,480,down,303,297,418,427
down2.4_img2.jpg,640,480,down,260,272,393,425
down2.4_img3.jpg,640,480,down,351,306,438,407
down2.4_img4.jpg,640,480,down,295,328,381,426
down2.4_img5.jpg,640,480,down,266,316,353,415
down2_img0.jpg,640,480,down,433,253,589,420
down2_img1.jpg,640,480,down,338,285,467,424
down2_img2.jpg,640,480,down,165,269,300,430
down2_img3.jpg,640,480,down,391,306,501,405
down2_img4.jpg,640,480,down,293,324,380,417
down2_img5.jpg,640,480,down,217,308,301,420
80.jpeg,1080,720,go,181,228,464,535
88.jpeg,1080,720,go,1,261,265,593
96.jpeg,1080,720,go,90,313,398,641
104.jpeg,1080,720,go,244,204,572,517
img7_1_0.jpg,640,480,7,268,283,374,431
img7_1_2.jpg,640,480,7,331,309,413,433
img7_1_2_0.jpg,640,480,7,216,282,338,434
img7_1_2_1.jpg,640,480,7,231,291,327,433
img7_1_2_2.jpg,640,480,7,313,304,408,433
img7_1_2_3.jpg,640,480,7,214,324,289,430
img7_1_2_4.jpg,640,480,7,165,331,235,434
img7_1_2_5.jpg,640,480,7,375,339,447,437
img7_1_3.jpg,640,480,7,250,326,310,438
img7_1_3_0.jpg,640,480,7,164,269,291,454
img7_1_3_1.jpg,640,480,7,243,291,365,467
img7_1_3_2.jpg,640,480,7,138,316,223,462
img7_1_3_4.jpg,640,480,7,152,339,244,470
img7_1_3_5.jpg,640,480,7,213,359,279,463
img7_1_4.jpg,640,480,7,226,336,298,451
img7_1_4_0.jpg,640,480,7,303,285,403,440
img7_1_4_1.jpg,640,480,7,242,312,329,449
img7_1_4_2.jpg,640,480,7,217,306,310,433
img7_1_4_3.jpg,640,480,7,300,331,371,435
img7_1_4_4.jpg,640,480,7,145,342,233,441
img7_1_4_5.jpg,640,480,7,251,335,317,442
img7_1_5.jpg,640,480,7,350,342,420,441
img7_2_0.jpg,640,480,7,502,288,638,443
img7_2_1.jpg,640,480,7,293,289,402,442
img7_2_2.jpg,640,480,7,330,288,442,437
img7_2_2_0.jpg,640,480,7,392,269,508,447
img7_2_2_1.jpg,640,480,7,375,297,481,442
img7_2_2_2.jpg,640,480,7,440,294,538,443
img7_2_2_3.jpg,640,480,7,376,323,465,441
img7_2_2_4.jpg,640,480,7,373,340,445,447
img7_2_2_5.jpg,640,480,7,413,330,505,444
img7_2_3.jpg,640,480,7,405,325,491,444
img7_2_3_0.jpg,640,480,7,412,232,533,414
img7_2_3_1.jpg,640,480,7,388,270,493,443
img7_2_3_2.jpg,640,480,7,128,267,241,422
img7_2_3_3.jpg,640,480,7,427,293,500,409
img7_2_3_4.jpg,640,480,7,239,312,323,420
img7_2_3_5.jpg,640,480,7,281,311,356,425
